字,小韻,聲母,韻目,調,等,呼,韻母
䝢,縵,明,換,去,一,合,桓
墁,縵,明,換,去,一,合,桓
鏝,縵,明,換,去,一,合,桓
謾,縵,明,換,去,一,合,桓
半,半,幫,換,去,一,合,桓
絆,半,幫,換,去,一,合,桓
靽,半,幫,換,去,一,合,桓
姅,半,幫,換,去,一,合,桓
𩢔,半,幫,換,去,一,合,桓
㪵,半,幫,換,去,一,合,桓
𠯘,半,幫,換,去,一,合,桓
判,判,滂,換,去,一,合,桓
泮,判,滂,換,去,一,合,桓
頖,判,滂,換,去,一,合,桓
沜,判,滂,換,去,一,合,桓
眫,判,滂,換,去,一,合,桓
姅,判,滂,換,去,一,合,桓
冸,判,滂,換,去,一,合,桓
牉,判,滂,換,去,一,合,桓
叛,叛,並,換,去,一,合,桓
𡞟,叛,並,換,去,一,合,桓
畔,叛,並,換,去,一,合,桓
伴,叛,並,換,去,一,合,桓
偄,偄,泥,換,去,一,合,桓
愞,偄,泥,換,去,一,合,桓
稬,偄,泥,換,去,一,合,桓
渜,偄,泥,換,去,一,合,桓
𪋐,偄,泥,換,去,一,合,桓
攅,攅,從,換,去,一,合,桓
䥗,䥗,溪,換,去,一,合,桓
䲌,䥗,溪,換,去,一,合,桓
諫,諫,見,諫,去,二,開,刪開
澗,諫,見,諫,去,二,開,刪開
鐧,諫,見,諫,去,二,開,刪開
鴈,鴈,疑,諫,去,二,開,刪開
鳫,鴈,疑,諫,去,二,開,刪開
雁,鴈,疑,諫,去,二,開,刪開
贋,鴈,疑,諫,去,二,開,刪開
偐,鴈,疑,諫,去,二,開,刪開
𤜵,鴈,疑,諫,去,二,開,刪開
晏,晏,影,諫,去,二,開,刪開
騴,晏,影,諫,去,二,開,刪開
䁙,晏,影,諫,去,二,開,刪開
鴳,晏,影,諫,去,二,開,刪開
鷃,晏,影,諫,去,二,開,刪開
訕,訕,生,諫,去,二,開,刪開
汕,訕,生,諫,去,二,開,刪開
狦,訕,生,諫,去,二,開,刪開
𦌔,訕,生,諫,去,二,開,刪開
疝,訕,生,諫,去,二,開,刪開
柵,訕,生,諫,去,二,開,刪開
䴮,訕,生,諫,去,二,開,刪開
骭,骭,匣,諫,去,二,開,刪開
娨,骭,匣,諫,去,二,開,刪開
慢,慢,明,諫,去,二,開,刪開
嫚,慢,明,諫,去,二,開,刪開
謾,慢,明,諫,去,二,開,刪開
縵,慢,明,諫,去,二,開,刪開
㾺,慢,明,諫,去,二,開,刪開
患,患,匣,諫,去,二,合,刪合
𢠶,患,匣,諫,去,二,合,刪合
擐,患,匣,諫,去,二,合,刪合
宦,患,匣,諫,去,二,合,刪合
轘,患,匣,諫,去,二,合,刪合
豢,患,匣,諫,去,二,合,刪合
䍺,患,匣,諫,去,二,合,刪合
槵,患,匣,諫,去,二,合,刪合
繯,患,匣,諫,去,二,合,刪合
慣,慣,見,諫,去,二,合,刪合
丱,慣,見,諫,去,二,合,刪合
摜,慣,見,諫,去,二,合,刪合
倌,慣,見,諫,去,二,合,刪合
串,慣,見,諫,去,二,合,刪合
矔,慣,見,諫,去,二,合,刪合
㝈,㝈,生,諫,去,二,合,刪合
涮,㝈,生,諫,去,二,合,刪合
篡,篡,初,諫,去,二,合,刪合
薍,薍,疑,諫,去,二,合,刪合
輚,輚,崇,諫,去,二,開,刪開
棧,輚,崇,諫,去,二,開,刪開
虥,輚,崇,諫,去,二,開,刪開
𧮺,輚,崇,諫,去,二,開,刪開
䗃,輚,崇,諫,去,二,開,刪開
襻,襻,滂,諫,去,二,開,刪開
羼,羼,初,諫,去,二,開,刪開
鏟,羼,初,諫,去,二,開,刪開
䴼,羼,初,諫,去,二,開,刪開
㬄,㬄,徹,諫,去,二,開,刪開
㾺,㬄,徹,諫,去,二,開,刪開
襇,襇,見,襇,去,二,開,山開
𤜵,襇,見,襇,去,二,開,山開
閒,襇,見,襇,去,二,開,山開
覸,襇,見,襇,去,二,開,山開
𨣇,襇,見,襇,去,二,開,山開
𧙧,襇,見,襇,去,二,開,山開
莧,莧,匣,襇,去,二,開,山開
藖,莧,匣,襇,去,二,開,山開
粯,莧,匣,襇,去,二,開,山開
瓣,瓣,並,襇,去,二,開,山開
辨,瓣,並,襇,去,二,開,山開
辦,瓣,並,襇,去,二,開,山開
𥌊,瓣,並,襇,去,二,開,山開
釆,瓣,並,襇,去,二,開,山開
盼,盼,滂,襇,去,二,開,山開
𥌊,盼,滂,襇,去,二,開,山開
幻,幻,匣,襇,去,二,合,山合
蔄,蔄,明,襇,去,二,開,山開
袒,袒,澄,襇,去,二,開,山開
綻,袒,澄,襇,去,二,開,山開
䋎,袒,澄,襇,去,二,開,山開
霰,霰,心,霰,去,四,開,先開
䨘,霰,心,霰,去,四,開,先開
𩆵,霰,心,霰,去,四,開,先開
㪇,霰,心,霰,去,四,開,先開
𢊰,霰,心,霰,去,四,開,先開
先,霰,心,霰,去,四,開,先開
汛,霰,心,霰,去,四,開,先開
軐,霰,心,霰,去,四,開,先開
𥰳,霰,心,霰,去,四,開,先開
蒨,蒨,清,霰,去,四,開,先開
茜,蒨,清,霰,去,四,開,先開
輤,蒨,清,霰,去,四,開,先開
綪,蒨,清,霰,去,四,開,先開
倩,蒨,清,霰,去,四,開,先開
芊,蒨,清,霰,去,四,開,先開
䛹,蒨,清,霰,去,四,開,先開
棈,蒨,清,霰,去,四,開,先開
𢂺,蒨,清,霰,去,四,開,先開
𧚫,蒨,清,霰,去,四,開,先開
䍎,蒨,清,霰,去,四,開,先開
䑶,蒨,清,霰,去,四,開,先開
篟,蒨,清,霰,去,四,開,先開
絢,絢,曉,霰,去,四,合,先合
絃,絢,曉,霰,去,四,合,先合
夐,絢,曉,霰,去,四,合,先合
眴,絢,曉,霰,去,四,合,先合
駽,絢,曉,霰,去,四,合,先合
𧾣,絢,曉,霰,去,四,合,先合
㧦,絢,曉,霰,去,四,合,先合
讂,絢,曉,霰,去,四,合,先合
縣,縣,匣,霰,去,四,合,先合
寰,縣,匣,霰,去,四,合,先合
袨,縣,匣,霰,去,四,合,先合
眩,縣,匣,霰,去,四,合,先合
炫,縣,匣,霰,去,四,合,先合
衒,縣,匣,霰,去,四,合,先合
𧗳,縣,匣,霰,去,四,合,先合
䝮,縣,匣,霰,去,四,合,先合
贙,縣,匣,霰,去,四,合,先合
𩑹,縣,匣,霰,去,四,合,先合
迿,縣,匣,霰,去,四,合,先合
姰,縣,匣,霰,去,四,合,先合
玹,縣,匣,霰,去,四,合,先合
䀏,縣,匣,霰,去,四,合,先合
眴,縣,匣,霰,去,四,合,先合
睊,睊,見,霰,去,四,合,先合
讂,睊,見,霰,去,四,合,先合
瓹,睊,見,霰,去,四,合,先合
䣺,睊,見,霰,去,四,合,先合
𦌾,睊,見,霰,去,四,合,先合
罥,睊,見,霰,去,四,合,先合
懁,睊,見,霰,去,四,合,先合
䡓,睊,見,霰,去,四,合,先合
獧,睊,見,霰,去,四,合,先合
狷,睊,見,霰,去,四,合,先合
㢾,睊,見,霰,去,四,合,先合
電,電,定,霰,去,四,開,先開
殿,電,定,霰,去,四,開,先開
奠,電,定,霰,去,四,開,先開
畋,電,定,霰,去,四,開,先開
澱,電,定,霰,去,四,開,先開
淀,電,定,霰,去,四,開,先開
甸,電,定,霰,去,四,開,先開
佃,電,定,霰,去,四,開,先開
鈿,電,定,霰,去,四,開,先開
闐,電,定,霰,去,四,開,先開
涏,電,定,霰,去,四,開,先開
𪑩,電,定,霰,去,四,開,先開
塡,電,定,霰,去,四,開,先開
窴,電,定,霰,去,四,開,先開
壂,電,定,霰,去,四,開,先開
㞟,電,定,霰,去,四,開,先開
𡱂,電,定,霰,去,四,開,先開
𧽍,電,定,霰,去,四,開,先開
瑱,瑱,透,霰,去,四,開,先開
𦗁,瑱,透,霰,去,四,開,先開
滇,瑱,透,霰,去,四,開,先開
睼,瑱,透,霰,去,四,開,先開
練,練,來,霰,去,四,開,先開
浰,練,來,霰,去,四,開,先開
鍊,練,來,霰,去,四,開,先開
揀,練,來,霰,去,四,開,先開
楝,練,來,霰,去,四,開,先開
㼑,練,來,霰,去,四,開,先開
鰊,練,來,霰,去,四,開,先開
僆,練,來,霰,去,四,開,先開
萰,練,來,霰,去,四,開,先開
堜,練,來,霰,去,四,開,先開
湅,練,來,霰,去,四,開,先開
𣿊,練,來,霰,去,四,開,先開
㪝,練,來,霰,去,四,開,先開
𣞰,練,來,霰,去,四,開,先開
𤗛,練,來,霰,去,四,開,先開
見,見,見,霰,去,四,開,先開
見,見,匣,霰,去,四,開,先開
鋻,見,見,霰,去,四,開,先開
鋻,見,匣,霰,去,四,開,先開
現,見,見,霰,去,四,開,先開
現,見,匣,霰,去,四,開,先開
涀,見,見,霰,去,四,開,先開
涀,見,匣,霰,去,四,開,先開
𨘇,見,見,霰,去,四,開,先開
𨘇,見,匣,霰,去,四,開,先開
晛,晛,泥,霰,去,四,開,先開
㬗,晛,泥,霰,去,四,開,先開
㜣,晛,泥,霰,去,四,開,先開
㲽,晛,泥,霰,去,四,開,先開
俔,俔,溪,霰,去,四,開,先開
牽,俔,溪,霰,去,四,開,先開
菣,俔,溪,霰,去,四,開,先開
蜆,俔,溪,霰,去,四,開,先開
㯠,俔,溪,霰,去,四,開,先開
涀,俔,溪,霰,去,四,開,先開
汧,俔,溪,霰,去,四,開,先開
䵖,俔,溪,霰,去,四,開,先開
硯,硯,疑,霰,去,四,開,先開
研,硯,疑,霰,去,四,開,先開
𨁍,硯,疑,霰,去,四,開,先開
𤜵,硯,疑,霰,去,四,開,先開
豜,硯,疑,霰,去,四,開,先開
趼,硯,疑,霰,去,四,開,先開
宴,宴,影,霰,去,四,開,先開
驠,宴,影,霰,去,四,開,先開
燕,宴,影,霰,去,四,開,先開
鷰,宴,影,霰,去,四,開,先開
醼,宴,影,霰,去,四,開,先開
讌,宴,影,霰,去,四,開,先開
嬿,宴,影,霰,去,四,開,先開
嚥,宴,影,霰,去,四,開,先開
咽,宴,影,霰,去,四,開,先開
㬫,宴,影,霰,去,四,開,先開
溎,宴,影,霰,去,四,開,先開
酀,宴,影,霰,去,四,開,先開
𥉛,宴,影,霰,去,四,開,先開
薦,薦,精,霰,去,四,開,先開
𧲛,薦,精,霰,去,四,開,先開
麫,麫,明,霰,去,四,開,先開
麵,麫,明,霰,去,四,開,先開
瞑,麫,明,霰,去,四,開,先開
眄,麫,明,霰,去,四,開,先開
㴐,麫,明,霰,去,四,開,先開
𡧍,麫,明,霰,去,四,開,先開
𩈹,麫,明,霰,去,四,開,先開
𥻩,麫,明,霰,去,四,開,先開
片,片,滂,霰,去,四,開,先開
䏒,片,滂,霰,去,四,開,先開
㸤,片,滂,霰,去,四,開,先開
荐,荐,從,霰,去,四,開,先開
洊,荐,從,霰,去,四,開,先開
臶,荐,從,霰,去,四,開,先開
栫,荐,從,霰,去,四,開,先開
瀳,荐,從,霰,去,四,開,先開
袸,荐,從,霰,去,四,開,先開
𨷓,荐,從,霰,去,四,開,先開
䬼,䬼,影,霰,去,四,合,先合
裫,䬼,影,霰,去,四,合,先合
噮,䬼,影,霰,去,四,合,先合
肙,䬼,影,霰,去,四,合,先合
殿,殿,端,霰,去,四,開,先開
唸,殿,端,霰,去,四,開,先開
𠿍,殿,端,霰,去,四,開,先開
𩎌,𩎌,曉,霰,去,四,開,先開
線,線,心,線,去,三,開,仙開
綫,線,心,線,去,三,開,仙開
惗,線,心,線,去,三,開,仙開
鮮,線,心,線,去,三,開,仙開
戰,戰,章,線,去,三,開,仙開
顫,戰,章,線,去,三,開,仙開
繕,繕,常,線,去,三,開,仙開
鄯,繕,常,線,去,三,開,仙開
擅,繕,常,線,去,三,開,仙開
膳,繕,常,線,去,三,開,仙開
饍,繕,常,線,去,三,開,仙開
僐,繕,常,線,去,三,開,仙開
禪,繕,常,線,去,三,開,仙開
䄠,繕,常,線,去,三,開,仙開
單,繕,常,線,去,三,開,仙開
𤮜,繕,常,線,去,三,開,仙開
𦉕,繕,常,線,去,三,開,仙開
嬗,繕,常,線,去,三,開,仙開
彦,彥,疑,線B,去,三,開,仙B開
唁,彥,疑,線B,去,三,開,仙B開
喭,彥,疑,線B,去,三,開,仙B開
甗,彥,疑,線B,去,三,開,仙B開
諺,彥,疑,線B,去,三,開,仙B開
這,彥,疑,線B,去,三,開,仙B開
譴,譴,溪,線A,去,三,開,仙A開
遣,譴,溪,線A,去,三,開,仙A開
䪈,譴,溪,線A,去,三,開,仙A開
晵,譴,溪,線A,去,三,開,仙A開
繾,譴,溪,線A,去,三,開,仙A開
絹,絹,見,線A,去,三,合,仙A合
狷,絹,見,線A,去,三,合,仙A合
鄄,絹,見,線A,去,三,合,仙A合
㯞,絹,見,線A,去,三,合,仙A合
䚈,絹,見,線A,去,三,合,仙A合
瑗,瑗,云,線,去,三,合,仙合
援,瑗,云,線,去,三,合,仙合
媛,瑗,云,線,去,三,合,仙合
褑,瑗,云,線,去,三,合,仙合
院,瑗,云,線,去,三,合,仙合
面,面,明,線A,去,三,開,仙A開
偭,面,明,線A,去,三,開,仙A開
釧,釧,昌,線,去,三,合,仙合
竁,釧,昌,線,去,三,合,仙合
穿,釧,昌,線,去,三,合,仙合
諯,釧,昌,線,去,三,合,仙合
掾,掾,以,線,去,三,合,仙合
縁,掾,以,線,去,三,合,仙合
𢐄,掾,以,線,去,三,合,仙合
䬇,掾,以,線,去,三,合,仙合
𩥇,𩥇,知,線,去,三,開,仙開
𧝑,𩥇,知,線,去,三,開,仙開
襢,𩥇,知,線,去,三,開,仙開
𤲬,𤲬,日,線,去,三,合,仙合
箭,箭,精,線,去,三,開,仙開
𥳭,箭,精,線,去,三,開,仙開
鬋,箭,精,線,去,三,開,仙開
葥,箭,精,線,去,三,開,仙開
湔,箭,精,線,去,三,開,仙開
榗,箭,精,線,去,三,開,仙開
籛,箭,精,線,去,三,開,仙開
濺,箭,精,線,去,三,開,仙開
煎,箭,精,線,去,三,開,仙開
硟,硟,昌,線,去,三,開,仙開
扇,扇,書,線,去,三,開,仙開
煽,扇,書,線,去,三,開,仙開
傓,扇,書,線,去,三,開,仙開
𧎥,扇,書,線,去,三,開,仙開
𦶋,扇,書,線,去,三,開,仙開
𥰢,扇,書,線,去,三,開,仙開
躽,躽,影,線A,去,三,開,仙A開
𥈔,躽,影,線A,去,三,開,仙A開
堰,躽,影,線A,去,三,開,仙A開
眷,眷,見,線B,去,三,合,仙B合
睠,眷,見,線B,去,三,合,仙B合
捲,眷,見,線B,去,三,合,仙B合
弮,眷,見,線B,去,三,合,仙B合
卷,眷,見,線B,去,三,合,仙B合
桊,眷,見,線B,去,三,合,仙B合
帣,眷,見,線B,去,三,合,仙B合
絭,眷,見,線B,去,三,合,仙B合
犈,眷,見,線B,去,三,合,仙B合
觠,眷,見,線B,去,三,合,仙B合
𧯦,眷,見,線B,去,三,合,仙B合
飬,眷,見,線B,去,三,合,仙B合
䖭,眷,見,線B,去,三,合,仙B合
𥸭,眷,見,線B,去,三,合,仙B合
勬,眷,見,線B,去,三,合,仙B合
倦,倦,羣,線B,去,三,合,仙B合
𣜨,倦,羣,線B,去,三,合,仙B合
韏,倦,羣,線B,去,三,合,仙B合
襈,倦,羣,線B,去,三,合,仙B合
淃,倦,羣,線B,去,三,合,仙B合
戀,戀,來,線,去,三,合,仙合
灓,戀,來,線,去,三,合,仙合
䜌,戀,來,線,去,三,合,仙合
孌,戀,來,線,去,三,合,仙合
變,變,幫,線B,去,三,開,仙B開
𨏉,𨏉,生,線,去,三,合,仙合
㝈,𨏉,生,線,去,三,合,仙合
縓,縓,清,線,去,三,合,仙合
諯,縓,清,線,去,三,合,仙合
𥆊,縓,清,線,去,三,合,仙合
卞,卞,並,線B,去,三,開,仙B開
拚,卞,並,線B,去,三,開,仙B開
抃,卞,並,線B,去,三,開,仙B開
弁,卞,並,線B,去,三,開,仙B開
𡭪,卞,並,線B,去,三,開,仙B開
汴,卞,並,線B,去,三,開,仙B開
㺕,卞,並,線B,去,三,開,仙B開
閞,卞,並,線B,去,三,開,仙B開
昪,卞,並,線B,去,三,開,仙B開
匥,卞,並,線B,去,三,開,仙B開
䒪,卞,並,線B,去,三,開,仙B開
笲,卞,並,線B,去,三,開,仙B開
㺹,卞,並,線B,去,三,開,仙B開
忭,卞,並,線B,去,三,開,仙B開
䪻,卞,並,線B,去,三,開,仙B開
㳬,㳬,邪,線,去,三,合,仙合
鏇,㳬,邪,線,去,三,合,仙合
縼,㳬,邪,線,去,三,合,仙合
𢳄,㳬,邪,線,去,三,合,仙合
旋,㳬,邪,線,去,三,合,仙合
嫙,㳬,邪,線,去,三,合,仙合
䍻,㳬,邪,線,去,三,合,仙合
𧾩,㳬,邪,線,去,三,合,仙合
𦛔,㳬,邪,線,去,三,合,仙合
籑,籑,崇,線,去,三,合,仙合
饌,籑,崇,線,去,三,合,仙合
𦠆,籑,崇,線,去,三,合,仙合
襈,籑,崇,線,去,三,合,仙合
僎,籑,崇,線,去,三,合,仙合
譔,籑,崇,線,去,三,合,仙合
𤩄,籑,崇,線,去,三,合,仙合
僝,籑,崇,線,去,三,合,仙合
𠨎,籑,崇,線,去,三,合,仙合
孨,孨,莊,線,去,三,合,仙合
孨,孨,孃,緝,入,三,開,緝
㵫,孨,莊,線,去,三,合,仙合
㵫,孨,孃,緝,入,三,開,緝
𣲷,孨,莊,線,去,三,合,仙合
𣲷,孨,孃,緝,入,三,開,緝
㘝,孨,莊,線,去,三,合,仙合
㘝,孨,孃,緝,入,三,開,緝
𦮾,孨,莊,線,去,三,合,仙合
𦮾,孨,孃,緝,入,三,開,緝
傳,傳,澄,線,去,三,合,仙合
𦁆,傳,澄,線,去,三,合,仙合
賤,賤,從,線,去,三,開,仙開
諓,賤,從,線,去,三,開,仙開
餞,賤,從,線,去,三,開,仙開
羨,羨,邪,線,去,三,開,仙開
䢭,羨,邪,線,去,三,開,仙開
騗,騗,滂,線A,去,三,開,仙A開
偏,騗,滂,線A,去,三,開,仙A開
𢮨,𢮨,常,線,去,三,合,仙合
叀,𢮨,常,線,去,三,合,仙合
輾,輾,孃,線,去,三,開,仙開
碾,輾,孃,線,去,三,開,仙開
囀,囀,知,線,去,三,合,仙合
傳,囀,知,線,去,三,合,仙合
轉,囀,知,線,去,三,合,仙合
衍,衍,以,線,去,三,開,仙開
莚,衍,以,線,去,三,開,仙開
羡,衍,以,線,去,三,開,仙開
狿,衍,以,線,去,三,開,仙開
延,衍,以,線,去,三,開,仙開
涎,衍,以,線,去,三,開,仙開
䢭,衍,以,線,去,三,開,仙開
𠻤,衍,以,線,去,三,開,仙開
𤹨,𤹨,來,線,去,三,開,仙開
漣,𤹨,來,線,去,三,開,仙開
𥛁,𥛁,溪,線B,去,三,合,仙B合
飬,𥛁,溪,線B,去,三,合,仙B合
䠣,𥛁,溪,線B,去,三,合,仙B合
徧,徧,幫,霰,去,四,開,先開
遍,徧,幫,霰,去,四,開,先開
嘯,嘯,心,嘯,去,四,開,蕭
歗,嘯,心,嘯,去,四,開,蕭
㩋,嘯,心,嘯,去,四,開,蕭
䐹,嘯,心,嘯,去,四,開,蕭
熽,嘯,心,嘯,去,四,開,蕭
糶,糶,透,嘯,去,四,開,蕭
粜,糶,透,嘯,去,四,開,蕭
眺,糶,透,嘯,去,四,開,蕭
覜,糶,透,嘯,去,四,開,蕭
趒,糶,透,嘯,去,四,開,蕭
咷,糶,透,嘯,去,四,開,蕭
頫,糶,透,嘯,去,四,開,蕭
窱,糶,透,嘯,去,四,開,蕭
鋽,糶,透,嘯,去,四,開,蕭
絩,糶,透,嘯,去,四,開,蕭
弔,弔,端,嘯,去,四,開,蕭
伄,弔,端,嘯,去,四,開,蕭
瘹,弔,端,嘯,去,四,開,蕭
釣,弔,端,嘯,去,四,開,蕭
窵,弔,端,嘯,去,四,開,蕭
蔦,弔,端,嘯,去,四,開,蕭
𨑩,弔,端,嘯,去,四,開,蕭
叫,叫,見,嘯,去,四,開,蕭
訆,叫,見,嘯,去,四,開,蕭
徼,叫,見,嘯,去,四,開,蕭
𢅎,叫,見,嘯,去,四,開,蕭
譥,叫,見,嘯,去,四,開,蕭
激,叫,見,嘯,去,四,開,蕭
噭,叫,見,嘯,去,四,開,蕭
嘂,叫,見,嘯,去,四,開,蕭
獥,叫,見,嘯,去,四,開,蕭
敫,叫,見,嘯,去,四,開,蕭
鸄,叫,見,嘯,去,四,開,蕭
𨎬,叫,見,嘯,去,四,開,蕭
尿,尿,泥,嘯,去,四,開,蕭
㞙,尿,泥,嘯,去,四,開,蕭
藋,藋,定,嘯,去,四,開,蕭
銚,藋,定,嘯,去,四,開,蕭
掉,藋,定,嘯,去,四,開,蕭
調,藋,定,嘯,去,四,開,蕭
莜,藋,定,嘯,去,四,開,蕭
𥁮,藋,定,嘯,去,四,開,蕭
嬥,藋,定,嘯,去,四,開,蕭
竅,竅,溪,嘯,去,四,開,蕭
𢵿,竅,溪,嘯,去,四,開,蕭
𩕐,𩕐,來,嘯,去,四,開,蕭
尥,𩕐,來,嘯,去,四,開,蕭
嫽,𩕐,來,嘯,去,四,開,蕭
料,𩕐,來,嘯,去,四,開,蕭
嘹,𩕐,來,嘯,去,四,開,蕭
鐐,𩕐,來,嘯,去,四,開,蕭
璙,𩕐,來,嘯,去,四,開,蕭
𦌒,𩕐,來,嘯,去,四,開,蕭
炓,𩕐,來,嘯,去,四,開,蕭
顤,顤,疑,嘯,去,四,開,蕭
獟,顤,疑,嘯,去,四,開,蕭
澆,顤,疑,嘯,去,四,開,蕭
𪖐,顤,疑,嘯,去,四,開,蕭
𠹑,顤,疑,嘯,去,四,開,蕭
窔,窔,影,嘯,去,四,開,蕭
𥦒,窔,影,嘯,去,四,開,蕭
𢿿,𢿿,曉,嘯,去,四,開,蕭
嬈,𢿿,曉,嘯,去,四,開,蕭
娎,𢿿,曉,嘯,去,四,開,蕭
𥬇,𥬇,心,笑,去,三,開,宵
㗛,𥬇,心,笑,去,三,開,宵
肖,𥬇,心,笑,去,三,開,宵
韒,𥬇,心,笑,去,三,開,宵
鞘,𥬇,心,笑,去,三,開,宵
照,照,章,笑,去,三,開,宵
炤,照,章,笑,去,三,開,宵
詔,照,章,笑,去,三,開,宵
𨹸,照,章,笑,去,三,開,宵
𠧙,照,章,笑,去,三,開,宵
燿,燿,以,笑,去,三,開,宵
鷂,燿,以,笑,去,三,開,宵
摇,燿,以,笑,去,三,開,宵
覞,燿,以,笑,去,三,開,宵
𧡷,燿,以,笑,去,三,開,宵
耀,燿,以,笑,去,三,開,宵
曜,燿,以,笑,去,三,開,宵
𧢢,燿,以,笑,去,三,開,宵
矅,燿,以,笑,去,三,開,宵
㞁,燿,以,笑,去,三,開,宵
𣤦,燿,以,笑,去,三,開,宵
筄,燿,以,笑,去,三,開,宵
趭,燿,以,笑,去,三,開,宵
鷣,燿,以,笑,去,三,開,宵
䔄,燿,以,笑,去,三,開,宵
艞,燿,以,笑,去,三,開,宵
讑,燿,以,笑,去,三,開,宵
召,召,澄,笑,去,三,開,宵
邵,邵,常,笑,去,三,開,宵
召,邵,常,笑,去,三,開,宵
劭,邵,常,笑,去,三,開,宵
𠧙,邵,常,笑,去,三,開,宵
𠣫,邵,常,笑,去,三,開,宵
䬰,邵,常,笑,去,三,開,宵
卲,邵,常,笑,去,三,開,宵
嶠,嶠,羣,笑B,去,三,開,宵B
轎,嶠,羣,笑B,去,三,開,宵B
剽,剽,滂,笑A,去,三,開,宵A
彯,剽,滂,笑A,去,三,開,宵A
㬓,剽,滂,笑A,去,三,開,宵A
漂,剽,滂,笑A,去,三,開,宵A
僄,剽,滂,笑A,去,三,開,宵A
翲,剽,滂,笑A,去,三,開,宵A
䏇,剽,滂,笑A,去,三,開,宵A
勡,剽,滂,笑A,去,三,開,宵A
摽,剽,滂,笑A,去,三,開,宵A
嫖,剽,滂,笑A,去,三,開,宵A
慓,剽,滂,笑A,去,三,開,宵A
噍,噍,從,笑,去,三,開,宵
誚,噍,從,笑,去,三,開,宵
劁,噍,從,笑,去,三,開,宵
趡,噍,從,笑,去,三,開,宵
妙,妙,明,笑A,去,三,開,宵A
玅,妙,明,笑A,去,三,開,宵A
篎,妙,明,笑A,去,三,開,宵A
陗,陗,清,笑,去,三,開,宵
峭,陗,清,笑,去,三,開,宵
篍,陗,清,笑,去,三,開,宵
㴥,陗,清,笑,去,三,開,宵
哨,陗,清,笑,去,三,開,宵
俏,陗,清,笑,去,三,開,宵
帩,陗,清,笑,去,三,開,宵
𪑊,陗,清,笑,去,三,開,宵
𤊽,𤊽,來,笑,去,三,開,宵
燎,𤊽,來,笑,去,三,開,宵
㙩,𤊽,來,笑,去,三,開,宵
𤻲,𤊽,來,笑,去,三,開,宵
療,𤊽,來,笑,去,三,開,宵
熮,𤊽,來,笑,去,三,開,宵
膫,𤊽,來,笑,去,三,開,宵
鷯,𤊽,來,笑,去,三,開,宵
趬,趬,溪,笑B,去,三,開,宵B
𠿕,趬,溪,笑B,去,三,開,宵B
㢗,趬,溪,笑B,去,三,開,宵B
譑,趬,溪,笑B,去,三,開,宵B
㚁,趬,溪,笑B,去,三,開,宵B
𧇠,𧇠,疑,笑B,去,三,開,宵B
醮,醮,精,笑,去,三,開,宵
𥛲,醮,精,笑,去,三,開,宵
釂,醮,精,笑,去,三,開,宵
皭,醮,精,笑,去,三,開,宵
潐,醮,精,笑,去,三,開,宵
爝,醮,精,笑,去,三,開,宵
䩌,醮,精,笑,去,三,開,宵
僬,醮,精,笑,去,三,開,宵
趡,醮,精,笑,去,三,開,宵
𥡤,醮,精,笑,去,三,開,宵
䂃,醮,精,笑,去,三,開,宵
廟,廟,明,笑B,去,三,開,宵B
庿,廟,明,笑B,去,三,開,宵B
驃,驃,並,笑A,去,三,開,宵A
裱,裱,幫,笑B,去,三,開,宵B
俵,裱,幫,笑B,去,三,開,宵B
效,效,匣,效,去,二,開,肴
効,效,匣,效,去,二,開,肴
校,效,匣,效,去,二,開,肴
斅,效,匣,效,去,二,開,肴
㤊,效,匣,效,去,二,開,肴
俲,效,匣,效,去,二,開,肴
𣱓,效,匣,效,去,二,開,肴
詨,效,匣,效,去,二,開,肴
敎,敎,見,效,去,二,開,肴
𢼂,敎,見,效,去,二,開,肴
窖,敎,見,效,去,二,開,肴
校,敎,見,效,去,二,開,肴
鉸,敎,見,效,去,二,開,肴
酵,敎,見,效,去,二,開,肴
覺,敎,見,效,去,二,開,肴
膠,敎,見,效,去,二,開,肴
較,敎,見,效,去,二,開,肴
𡥈,敎,見,效,去,二,開,肴
珓,敎,見,效,去,二,開,肴
孝,孝,曉,效,去,二,開,肴
哮,孝,曉,效,去,二,開,肴
涍,孝,曉,效,去,二,開,肴
嗃,孝,曉,效,去,二,開,肴
詨,孝,曉,效,去,二,開,肴
𡦳,孝,曉,效,去,二,開,肴
罩,罩,知,效,去,二,開,肴
䈇,罩,知,效,去,二,開,肴
䍜,罩,知,效,去,二,開,肴
䞴,罩,知,效,去,二,開,肴
鵫,罩,知,效,去,二,開,肴
豹,豹,幫,效,去,二,開,肴
𧭤,豹,幫,效,去,二,開,肴
𢖔,豹,幫,效,去,二,開,肴
爆,豹,幫,效,去,二,開,肴
䶂,豹,幫,效,去,二,開,肴
皃,皃,明,效,去,二,開,肴
䫉,皃,明,效,去,二,開,肴
貌,皃,明,效,去,二,開,肴
䡚,皃,明,效,去,二,開,肴
𢂹,皃,明,效,去,二,開,肴
緢,皃,明,效,去,二,開,肴
𢅉,皃,明,效,去,二,開,肴
奅,奅,滂,效,去,二,開,肴
窌,奅,滂,效,去,二,開,肴
炮,奅,滂,效,去,二,開,肴
抛,奅,滂,效,去,二,開,肴
皰,奅,滂,效,去,二,開,肴
礮,奅,滂,效,去,二,開,肴
趠,趠,徹,效,去,二,開,肴
