字,閩南語聲母,閩南語韻母,閩南語調,文白音
亞,,a,1,替
腌,,a,1,替
阿,,a,1,白
鴉,,a,1,
哈,h,a,1,
交,k,a,1,替
佳,k,a,1,
傀,k,a,1,替
加,k,a,1,替
咖,k,a,1,
咳,k,a,1,替
嘉,k,a,1,
家,k,a,1,文
枷,k,a,1,文
瞌,k,a,1,替
膠,k,a,1,
茄,k,a,1,
茭,k,a,1,
虼,k,a,1,替
袈,k,a,1,
鉸,k,a,1,
鮫,k,a,1,
鵁,k,a,1,替
咳,kh,a,1,替
尻,kh,a,1,替
枷,kh,a,1,文
茭,kh,a,1,
跤,kh,a,1,
拉,l,a,1,替
媽,m,a,1,
馬,m,a,1,替
焦,n,a,1,替
吧,p,a,1,替
巴,p,a,1,
疤,p,a,1,
笆,p,a,1,
羓,p,a,1,替
芭,p,a,1,
𢼌,p,a,1,替
拋,ph,a,1,白
脬,ph,a,1,
葩,ph,a,1,
捎,s,a,1,
柵,s,a,1,俗
沙,s,a,1,文
紗,s,a,1,文
莎,s,a,1,
大,t,a,1,替
奈,t,a,1,白
焦,t,a,1,替
礁,t,a,1,白
昨,ts,a,1,
查,ts,a,1,俗
臢,ts,a,1,替
差,tsh,a,1,文
橄,k,ann,1,白
監,k,ann,1,白
坩,kh,ann,1,替
三,s,ann,1,白
相,s,ann,1,白
衫,s,ann,1,
今,t,ann,1,替
擔,t,ann,1,白
他,th,ann,1,
庵,,am,1,
掩,,am,1,替
罨,,am,1,替
諳,,am,1,
醃,,am,1,
闇,,am,1,替
𧌄,,am,1,
䈄,h,am,1,替
蚶,h,am,1,
𦜆,h,am,1,替
柑,k,am,1,
甘,k,am,1,
疳,k,am,1,
監,k,am,1,文
魽,k,am,1,替
勘,kh,am,1,
堪,kh,am,1,
龕,kh,am,1,
籠,l,am,1,替
三,s,am,1,文
杉,s,am,1,
舢,s,am,1,
啖,t,am,1,替
擔,t,am,1,文
貪,th,am,1,
沾,ts,am,1,替
參,tsh,am,1,
摻,tsh,am,1,
安,,an,1,文
鞍,,an,1,文
屘,b,an,1,
番,h,an,1,
乾,k,an,1,文
奸,k,an,1,
姦,k,an,1,
干,k,an,1,
杆,k,an,1,文
橄,k,an,1,文
矸,k,an,1,替
肝,k,an,1,文
艱,k,an,1,
間,k,an,1,文
刊,kh,an,1,
牽,kh,an,1,白
趼,l,an,1,替
斑,p,an,1,
班,p,an,1,
般,p,an,1,文
頒,p,an,1,
攀,ph,an,1,
刪,s,an,1,
山,s,an,1,文
星,s,an,1,白
芟,s,an,1,文
丹,t,an,1,
單,t,an,1,文
癉,t,an,1,替
攤,th,an,1,文
灘,th,an,1,
蟶,th,an,1,
曾,ts,an,1,白
罾,ts,an,1,替
齻,ts,an,1,替
呻,tsh,an,1,白
潺,tsh,an,1,
餐,tsh,an,1,
尪,,ang,1,替
翁,,ang,1,白
烘,h,ang,1,白
魴,h,ang,1,
公,k,ang,1,白
功,k,ang,1,白
崗,k,ang,1,白
工,k,ang,1,白
江,k,ang,1,
蚣,k,ang,1,
工,kh,ang,1,替
空,kh,ang,1,白
櫳,l,ang,1,替
籠,l,ang,1,替
郎,l,ang,1,
封,p,ang,1,白
崩,p,ang,1,白
幫,p,ang,1,
枋,p,ang,1,
邦,p,ang,1,
芳,ph,ang,1,白
蜂,ph,ang,1,白
鬆,s,ang,1,白
冬,t,ang,1,白
噹,t,ang,1,替
東,t,ang,1,白
當,t,ang,1,白
苳,t,ang,1,
熥,th,ang,1,
窗,th,ang,1,白
通,th,ang,1,白
㨑,ts,ang,1,替
棕,ts,ang,1,
鬃,ts,ang,1,
鯮,ts,ang,1,替
娼,tsh,ang,1,替
蔥,tsh,ang,1,
哀,,ai,1,
哎,,ai,1,
埃,,ai,1,
挨,,ai,1,文
屄,b,ai,1,替
咍,h,ai,1,
奒,h,ai,1,替
偕,k,ai,1,
皆,k,ai,1,
該,k,ai,1,
階,k,ai,1,
開,kh,ai,1,文
哩,m,ai,1,替
奶,n,ai,1,替
俳,p,ai,1,替
司,s,ai,1,白
師,s,ai,1,白
揌,s,ai,1,替
犀,s,ai,1,白
獅,s,ai,1,
私,s,ai,1,白
西,s,ai,1,白
呆,t,ai,1,
秮,t,ai,1,替
鮘,t,ai,1,替
篩,th,ai,1,
胎,th,ai,1,文
苔,th,ai,1,文
颱,th,ai,1,
哉,ts,ai,1,
栽,ts,ai,1,
災,ts,ai,1,
知,ts,ai,1,白
齋,ts,ai,1,文
差,tsh,ai,1,
猜,tsh,ai,1,
釵,tsh,ai,1,文
哼,h,ainn,1,替
喈,k,ainn,1,替
掮,kh,ainn,1,替
歐,,au,1,白
漚,,au,1,
甌,,au,1,
嘐,h,au,1,替
交,k,au,1,
勾,k,au,1,
溝,k,au,1,白
蛟,k,au,1,
郊,k,au,1,
鉤,k,au,1,
高,k,au,1,
剾,kh,au,1,
扣,kh,au,1,替
敲,kh,au,1,
薅,kh,au,1,
鬮,kh,au,1,
蹓,l,au,1,
㧌,m,au,1,替
包,p,au,1,
胞,p,au,1,
苞,p,au,1,
鮑,p,au,1,俗
拋,ph,au,1,文
梢,s,au,1,替
兜,t,au,1,
掜,t,au,1,替
偷,th,au,1,
㷮,ts,au,1,替
糟,ts,au,1,
蹧,ts,au,1,
鄒,ts,au,1,
抄,tsh,au,1,
操,tsh,au,1,白
臊,tsh,au,1,替
鈔,tsh,au,1,
下,,e,1,替
倭,,e,1,
挨,,e,1,白
萵,,e,1,替
鍋,,e,1,替
彼,h,e,1,替
痚,h,e,1,替
加,k,e,1,白
基,k,e,1,白
家,k,e,1,白
街,k,e,1,
雞,k,e,1,
刮,kh,e,1,替
溪,kh,e,1,
絡,l,e,1,替
搣,m,e,1,替
呢,n,e,1,替
奶,n,e,1,替
拈,n,e,1,替
扒,p,e,1,替
菠,p,e,1,白
飛,p,e,1,白
坯,ph,e,1,替
胚,ph,e,1,
梳,s,e,1,
沙,s,e,1,白
犀,s,e,1,文
疏,s,e,1,白
砂,s,e,1,文
紗,s,e,1,白
蔬,s,e,1,白
裟,s,e,1,
西,s,e,1,文
嗲,t,e,1,替
炱,t,e,1,替
秪,t,e,1,
䖙,th,e,1,替
推,th,e,1,白
撐,th,e,1,
梯,th,e,1,文
胎,th,e,1,白
釵,th,e,1,白
劑,ts,e,1,俗
渣,ts,e,1,
災,ts,e,1,替
這,ts,e,1,替
齋,ts,e,1,白
初,tsh,e,1,白
叉,tsh,e,1,
吹,tsh,e,1,白
妻,tsh,e,1,
尺,tsh,e,1,替
差,tsh,e,1,白
棲,tsh,e,1,
淒,tsh,e,1,
炊,tsh,e,1,
嬰,,enn,1,白
纓,,enn,1,白
庚,k,enn,1,白
更,k,enn,1,白
經,k,enn,1,白
羹,k,enn,1,白
驚,k,enn,1,白
坑,kh,enn,1,白
繃,p,enn,1,
伻,ph,enn,1,替
牲,s,enn,1,白
生,s,enn,1,白
蹬,t,enn,1,替
爭,ts,enn,1,白
星,tsh,enn,1,白
生,tsh,enn,1,白
腥,tsh,enn,1,
菁,tsh,enn,1,
親,tsh,enn,1,白
青,tsh,enn,1,白
嘻,h,i,1,
墟,h,i,1,替
嬉,h,i,1,
希,h,i,1,
犧,h,i,1,
稀,h,i,1,
虛,h,i,1,白
伊,,i,1,
依,,i,1,
衣,,i,1,文
遺,,i,1,替
醫,,i,1,
敧,kh,i,1,
欺,kh,i,1,
蹊,kh,i,1,
乩,k,i,1,
吱,k,i,1,替
基,k,i,1,文
妓,k,i,1,
姬,k,i,1,
居,k,i,1,白
技,k,i,1,
支,k,i,1,白
期,k,i,1,
枝,k,i,1,白
梔,k,i,1,
機,k,i,1,文
箕,k,i,1,
肌,k,i,1,
肢,k,i,1,
裾,k,i,1,
譏,k,i,1,
車,k,i,1,文
飢,k,i,1,
哩,l,i,1,替
離,l,i,1,替
搣,m,i,1,替
糜,m,i,1,替
鞭,m,i,1,替
奶,n,i,1,替
拈,n,i,1,
批,ph,i,1,文
披,ph,i,1,
砒,ph,i,1,替
卑,p,i,1,
啡,p,i,1,
埤,p,i,1,
悲,p,i,1,
碑,p,i,1,
螕,p,i,1,替
觱,p,i,1,
豍,p,i,1,替
司,s,i,1,白
噓,s,i,1,替
屍,s,i,1,
思,s,i,1,白
施,s,i,1,
私,s,i,1,白
窸,s,i,1,替
絲,s,i,1,
西,s,i,1,俗
詩,s,i,1,
鷥,s,i,1,
麶,th,i,1,
黐,th,i,1,替
呧,t,i,1,替
知,t,i,1,文
蜘,t,i,1,
豬,t,i,1,
嗤,tsh,i,1,替
悽,tsh,i,1,
痴,tsh,i,1,
癡,tsh,i,1,
腮,tsh,i,1,替
蛆,tsh,i,1,
鰓,tsh,i,1,
鴟,tsh,i,1,
之,ts,i,1,
支,ts,i,1,文
枝,ts,i,1,文
脂,ts,i,1,
膣,ts,i,1,替
芝,ts,i,1,
嚶,,inn,1,
嬰,,inn,1,白
纓,,inn,1,替
坑,kh,inn,1,白
庚,k,inn,1,白
更,k,inn,1,白
經,k,inn,1,白
羹,k,inn,1,白
鹼,k,inn,1,白
偏,ph,inn,1,白
篇,ph,inn,1,白
編,p,inn,1,白
繃,p,inn,1,
邊,p,inn,1,白
鞭,p,inn,1,白
牲,s,inn,1,白
生,s,inn,1,白
天,th,inn,1,白
添,th,inn,1,白
甜,t,inn,1,
星,tsh,inn,1,白
清,tsh,inn,1,白
生,tsh,inn,1,白
腥,tsh,inn,1,
菁,tsh,inn,1,
親,tsh,inn,1,白
青,tsh,inn,1,白
鮮,tsh,inn,1,白
晶,ts,inn,1,白
櫼,ts,inn,1,
氈,ts,inn,1,
爭,ts,inn,1,白
精,ts,inn,1,白
欣,h,im,1,
歆,h,im,1,
鑫,h,im,1,
淹,,im,1,
陰,,im,1,文
音,,im,1,
欽,kh,im,1,
矜,kh,im,1,文
襟,kh,im,1,
今,k,im,1,文
金,k,im,1,
啉,l,im,1,替
參,s,im,1,
心,s,im,1,
森,s,im,1,
鴆,th,im,1,
侵,tsh,im,1,
深,tsh,im,1,
唚,ts,im,1,替
斟,ts,im,1,
箴,ts,im,1,
因,,in,1,
姻,,in,1,
恩,,in,1,白
殷,,in,1,白
絪,,in,1,替
茵,,in,1,
𪜶,,in,1,替
輕,kh,in,1,白
今,k,in,1,白
均,k,in,1,
巾,k,in,1,
斤,k,in,1,
根,k,in,1,
筋,k,in,1,
跟,k,in,1,
玲,l,in,1,替
輪,l,in,1,替
彬,p,in,1,
斌,p,in,1,
檳,p,in,1,
殯,p,in,1,
濱,p,in,1,
賓,p,in,1,
伸,s,in,1,文
先,s,in,1,白
呻,s,in,1,文
新,s,in,1,
申,s,in,1,
紳,s,in,1,
薪,s,in,1,
身,s,in,1,
辛,s,in,1,
徵,t,in,1,白
津,t,in,1,白
珍,t,in,1,文
親,tsh,in,1,文
升,ts,in,1,白
榛,ts,in,1,
津,ts,in,1,文
珍,ts,in,1,白
甄,ts,in,1,
真,ts,in,1,
亨,h,ing,1,
兄,h,ing,1,文
胸,h,ing,1,白
興,h,ing,1,
馨,h,ing,1,
坱,,ing,1,替
嬰,,ing,1,文
應,,ing,1,文
櫻,,ing,1,
瑛,,ing,1,
癰,,ing,1,替
纓,,ing,1,文
英,,ing,1,
鶯,,ing,1,
鷹,,ing,1,
鸚,,ing,1,
傾,kh,ing,1,
卿,kh,ing,1,
坑,kh,ing,1,文
框,kh,ing,1,白
筐,kh,ing,1,白
輕,kh,ing,1,文
銎,kh,ing,1,替
頃,kh,ing,1,
京,k,ing,1,文
供,k,ing,1,白
宮,k,ing,1,白
庚,k,ing,1,文
弓,k,ing,1,白
擎,k,ing,1,
更,k,ing,1,文
矜,k,ing,1,白
經,k,ing,1,文
羹,k,ing,1,文
耕,k,ing,1,
肩,k,ing,1,白
荊,k,ing,1,
莖,k,ing,1,
間,k,ing,1,白
驚,k,ing,1,文
奶,l,ing,1,替
娉,ph,ing,1,
拼,ph,ing,1,
烹,ph,ing,1,
兵,p,ing,1,
冰,p,ing,1,
崩,p,ing,1,文
僧,s,ing,1,
先,s,ing,1,白
勝,s,ing,1,
升,s,ing,1,文
昇,s,ing,1,
星,s,ing,1,文
牲,s,ing,1,文
猩,s,ing,1,
生,s,ing,1,文
甥,s,ing,1,
笙,s,ing,1,
聲,s,ing,1,文
芟,s,ing,1,白
陞,s,ing,1,
廳,th,ing,1,文
聽,th,ing,1,文
丁,t,ing,1,
叮,t,ing,1,
徵,t,ing,1,文
燈,t,ing,1,
町,t,ing,1,
疔,t,ing,1,
登,t,ing,1,
釘,t,ing,1,
千,tsh,ing,1,白
清,tsh,ing,1,文
稱,tsh,ing,1,
青,tsh,ing,1,文
偵,ts,ing,1,
僧,ts,ing,1,
增,ts,ing,1,
征,ts,ing,1,
晶,ts,ing,1,文
曾,ts,ing,1,文
爭,ts,ing,1,文
睛,ts,ing,1,
禎,ts,ing,1,
箏,ts,ing,1,
精,ts,ing,1,文
舂,ts,ing,1,
菁,ts,ing,1,
蒸,ts,ing,1,
貞,ts,ing,1,
鍾,ts,ing,1,白
鐘,ts,ing,1,
桸,h,ia,1,替
遐,h,ia,1,替
靴,h,ia,1,
埃,,ia,1,替
遮,j,ia,1,
奇,kh,ia,1,白
迦,kh,ia,1,
遮,l,ia,1,
賒,s,ia,1,
爹,t,ia,1,
奢,tsh,ia,1,
捙,tsh,ia,1,替
車,tsh,ia,1,白
遮,ts,ia,1,替
兄,h,iann,1,白
纓,,iann,1,白
京,k,iann,1,白
驚,k,iann,1,白
抨,ph,iann,1,
骿,ph,iann,1,替
聲,s,iann,1,白
廳,th,iann,1,白
聽,th,iann,1,白
正,ts,iann,1,白
精,ts,iann,1,白
薟,h,iam,1,
閹,,iam,1,
陰,,iam,1,白
歉,kh,iam,1,俗
謙,kh,iam,1,
兼,k,iam,1,
拈,l,iam,1,
跕,l,iam,1,替
䀐,s,iam,1,
纖,s,iam,1,替
添,th,iam,1,文
砧,t,iam,1,
攕,tsh,iam,1,替
簽,tsh,iam,1,
籤,tsh,iam,1,
占,ts,iam,1,
尖,ts,iam,1,
瞻,ts,iam,1,
簪,ts,iam,1,
詹,ts,iam,1,
針,ts,iam,1,
鍼,ts,iam,1,
掀,h,ian,1,
軒,h,ian,1,文
咽,,ian,1,
嫣,,ian,1,
淵,,ian,1,
煙,,ian,1,
燕,,ian,1,
胭,,ian,1,
軒,,ian,1,白
鵪,,ian,1,
圈,kh,ian,1,替
掔,kh,ian,1,替
牽,kh,ian,1,文
堅,k,ian,1,
慳,k,ian,1,
肩,k,ian,1,文
蔫,l,ian,1,替
偏,ph,ian,1,文
篇,ph,ian,1,文
翩,ph,ian,1,
扳,p,ian,1,替
編,p,ian,1,文
邊,p,ian,1,文
鞭,p,ian,1,文
仙,s,ian,1,
先,s,ian,1,文
身,s,ian,1,替
鉎,s,ian,1,
鮮,s,ian,1,文
天,th,ian,1,文
顛,th,ian,1,替
滇,t,ian,1,
顛,t,ian,1,
仟,tsh,ian,1,
千,tsh,ian,1,文
遷,tsh,ian,1,
韆,tsh,ian,1,
煎,ts,ian,1,文
箋,ts,ian,1,
婸,g,iang,1,替
鈃,g,iang,1,替
香,h,iang,1,文
央,,iang,1,文
秧,,iang,1,文
勍,kh,iang,1,替
喨,l,iang,1,替
雙,s,iang,1,
漳,ts,iang,1,
僥,h,iau,1,替
囂,h,iau,1,
梟,h,iau,1,
驍,h,iau,1,
妖,,iau,1,
枵,,iau,1,
腰,,iau,1,文
要,,iau,1,
邀,,iau,1,文
曲,kh,iau,1,
蹺,kh,iau,1,替
交,k,iau,1,替
嬌,k,iau,1,
轎,k,iau,1,俗
驕,k,iau,1,
擽,ng,iau,1,替
貓,n,iau,1,
標,ph,iau,1,文
漂,ph,iau,1,
飄,ph,iau,1,
飆,ph,iau,1,
標,p,iau,1,文
宵,s,iau,1,
消,s,iau,1,
瀟,s,iau,1,
痟,s,iau,1,替
硝,s,iau,1,
簫,s,iau,1,
蕭,s,iau,1,文
逍,s,iau,1,
銷,s,iau,1,
刁,th,iau,1,替
挑,th,iau,1,文
超,th,iau,1,白
凋,t,iau,1,
刁,t,iau,1,
朝,t,iau,1,
潮,t,iau,1,俗
調,t,iau,1,
貂,t,iau,1,
雕,t,iau,1,
鵰,t,iau,1,
搜,tsh,iau,1,替
超,tsh,iau,1,文
招,ts,iau,1,文
昭,ts,iau,1,
椒,ts,iau,1,文
焦,ts,iau,1,
礁,ts,iau,1,文
蕉,ts,iau,1,文
喓,,iaunn,1,替
么,,io,1,
歐,,io,1,文
育,,io,1,替
腰,,io,1,白
邀,,io,1,白
標,p,io,1,白
鏢,p,io,1,
燒,s,io,1,
相,s,io,1,白
蕭,s,io,1,白
挑,th,io,1,白
俏,tsh,io,1,替
𪁎,tsh,io,1,替
招,ts,io,1,白
椒,ts,io,1,白
蕉,ts,io,1,白
兇,h,iong,1,
凶,h,iong,1,
胸,h,iong,1,文
鄉,h,iong,1,文
香,h,iong,1,文
馨,h,iong,1,
央,,iong,1,文
殃,,iong,1,
泱,,iong,1,
秧,,iong,1,文
鴦,,iong,1,文
僵,kh,iong,1,
姜,kh,iong,1,文
殭,kh,iong,1,
腔,kh,iong,1,文
供,k,iong,1,文
姜,k,iong,1,文
宮,k,iong,1,文
弓,k,iong,1,文
恭,k,iong,1,
疆,k,iong,1,
穹,k,iong,1,
羌,k,iong,1,
芎,k,iong,1,
躬,k,iong,1,
傷,s,iong,1,文
商,s,iong,1,
湘,s,iong,1,
相,s,iong,1,文
箱,s,iong,1,文
襄,s,iong,1,
衷,th,iong,1,
中,t,iong,1,文
張,t,iong,1,文
忠,t,iong,1,
倡,tsh,iong,1,
充,tsh,iong,1,
娼,tsh,iong,1,
從,tsh,iong,1,文
昌,tsh,iong,1,
沖,tsh,iong,1,
猖,tsh,iong,1,
縱,tsh,iong,1,
菖,tsh,iong,1,
衝,tsh,iong,1,
鏘,tsh,iong,1,
將,ts,iong,1,
彰,ts,iong,1,
樟,ts,iong,1,文
漿,ts,iong,1,文
章,ts,iong,1,文
終,ts,iong,1,
鍾,ts,iong,1,文
障,ts,iong,1,俗
休,h,iu,1,
咻,h,iu,1,替
優,,iu,1,
幽,,iu,1,
悠,,iu,1,
憂,,iu,1,
猶,,iu,1,
釉,,iu,1,
丘,kh,iu,1,文
鳩,kh,iu,1,
勼,k,iu,1,
溜,l,iu,1,
鰡,l,iu,1,替
彪,p,iu,1,
修,s,iu,1,
收,s,iu,1,
羞,s,iu,1,
抽,th,iu,1,
紬,th,iu,1,
丟,t,iu,1,
秋,tsh,iu,1,
羞,tsh,iu,1,替
鞦,tsh,iu,1,
鬚,tsh,iu,1,白
鶖,tsh,iu,1,替
周,ts,iu,1,
州,ts,iu,1,
洲,ts,iu,1,
睭,ts,iu,1,替
舟,ts,iu,1,
週,ts,iu,1,
鄉,h,iunn,1,白
香,h,iunn,1,白
鴦,,iunn,1,白
姜,kh,iunn,1,白
腔,kh,iunn,1,白
姜,k,iunn,1,白
羌,k,iunn,1,
薑,k,iunn,1,
傷,s,iunn,1,白
廂,s,iunn,1,
相,s,iunn,1,白
箱,s,iunn,1,白
張,t,iunn,1,白
槍,tsh,iunn,1,
腔,tsh,iunn,1,替
鯧,tsh,iunn,1,
樟,ts,iunn,1,白
漿,ts,iunn,1,白
章,ts,iunn,1,白
螿,ts,iunn,1,
坊,h,ng,1,白
方,h,ng,1,白
昏,h,ng,1,白
荒,h,ng,1,白
康,kh,ng,1,白
糠,kh,ng,1,白
光,k,ng,1,白
扛,k,ng,1,白
缸,k,ng,1,白
央,,ng,1,白
掩,,ng,1,替
秧,,ng,1,白
軁,n,ng,1,替
幫,p,ng,1,替
方,p,ng,1,白
楓,p,ng,1,白
喪,s,ng,1,白
栓,s,ng,1,
桑,s,ng,1,白
痠,s,ng,1,
酸,s,ng,1,白
霜,s,ng,1,白
湯,th,ng,1,白
張,t,ng,1,替
當,t,ng,1,白
倉,tsh,ng,1,白
川,tsh,ng,1,替
栓,tsh,ng,1,
瘡,tsh,ng,1,白
穿,tsh,ng,1,白
艙,tsh,ng,1,白
妝,ts,ng,1,白
庄,ts,ng,1,
磚,ts,ng,1,白
粧,ts,ng,1,白
莊,ts,ng,1,白
裝,ts,ng,1,白
贓,ts,ng,1,白
熇,h,o,1,替
柯,kh,o,1,
科,kh,o,1,
苛,kh,o,1,
哥,k,o,1,
戈,k,o,1,
歌,k,o,1,文
篙,k,o,1,
糕,k,o,1,
羔,k,o,1,
膏,k,o,1,
鍋,k,o,1,
高,k,o,1,
𰣻,k,o,1,替
叨,l,o,1,替
嘮,l,o,1,
囉,l,o,1,替
呵,,o,1,替
媧,,o,1,
窩,,o,1,
蒿,,o,1,
阿,,o,1,文
坡,ph,o,1,
泡,ph,o,1,替
波,ph,o,1,
玻,p,o,1,
菠,p,o,1,文
褒,p,o,1,
唆,s,o,1,
嗦,s,o,1,
挲,s,o,1,
梭,s,o,1,
莎,s,o,1,
騷,s,o,1,
刀,t,o,1,
多,t,o,1,
都,t,o,1,白
操,tsh,o,1,文
磋,tsh,o,1,
臊,tsh,o,1,替
蹉,tsh,o,1,
慒,ts,o,1,替
遭,ts,o,1,
呼,h,onn,1,替
齁,h,onn,1,替
唔,,onn,1,替
嗚,,onn,1,替
掩,,om,1,替
參,s,om,1,
摸,b,ong,1,
坊,h,ong,1,文
封,h,ong,1,文
峰,h,ong,1,
慌,h,ong,1,
揈,h,ong,1,
方,h,ong,1,文
楓,h,ong,1,文
烘,h,ong,1,文
瘋,h,ong,1,
芳,h,ong,1,文
荒,h,ong,1,文
蜂,h,ong,1,文
謊,h,ong,1,
豐,h,ong,1,文
轟,h,ong,1,
酆,h,ong,1,
鋒,h,ong,1,
風,h,ong,1,
匡,kh,ong,1,
康,kh,ong,1,文
悾,kh,ong,1,
框,kh,ong,1,文
空,kh,ong,1,文
筐,kh,ong,1,文
糠,kh,ong,1,文
光,k,ong,1,文
公,k,ong,1,文
剛,k,ong,1,
功,k,ong,1,文
岡,k,ong,1,
崗,k,ong,1,文
工,k,ong,1,文
扛,k,ong,1,文
攻,k,ong,1,
綱,k,ong,1,
缸,k,ong,1,文
肛,k,ong,1,
胱,k,ong,1,
鋼,k,ong,1,文
囊,l,ong,1,替
瑯,l,ong,1,替
龍,l,ong,1,替
汪,,ong,1,
翁,,ong,1,文
豐,ph,ong,1,白
喪,s,ong,1,文
孀,s,ong,1,
桑,s,ong,1,文
霜,s,ong,1,文
鬆,s,ong,1,文
湯,th,ong,1,文
蓪,th,ong,1,
通,th,ong,1,文
冬,t,ong,1,文
東,t,ong,1,文
當,t,ong,1,文
倉,tsh,ong,1,文
創,tsh,ong,1,
匆,tsh,ong,1,
滄,tsh,ong,1,
瘡,tsh,ong,1,文
窗,tsh,ong,1,文
聰,tsh,ong,1,
艙,tsh,ong,1,文
蒼,tsh,ong,1,
妝,ts,ong,1,文
宗,ts,ong,1,
粧,ts,ong,1,文
綜,ts,ong,1,
臧,ts,ong,1,
莊,ts,ong,1,文
裝,ts,ong,1,文
贓,ts,ong,1,文
蹤,ts,ong,1,
摸,b,oo,1,
呼,h,oo,1,文
可,kh,oo,1,替
呼,kh,oo,1,白
箍,kh,oo,1,
姑,k,oo,1,
孤,k,oo,1,
枯,k,oo,1,
溝,k,oo,1,文
罟,k,oo,1,
膏,k,oo,1,俗
菇,k,oo,1,
蛄,k,oo,1,替
辜,k,oo,1,
鮕,k,oo,1,
鴣,k,oo,1,
摸,m,oo,1,替
毛,m,oo,1,替
區,,oo,1,
嗚,,oo,1,
槔,,oo,1,替
烏,,oo,1,
謳,,oo,1,
鄔,,oo,1,
阿,,oo,1,
鷗,,oo,1,
鋪,ph,oo,1,
麩,ph,oo,1,白
埔,p,oo,1,
埠,p,oo,1,俗
晡,p,oo,1,
蜅,p,oo,1,替
搜,s,oo,1,
疏,s,oo,1,文
穌,s,oo,1,
舒,s,oo,1,白
蔬,s,oo,1,文
蘇,s,oo,1,
酥,s,oo,1,
都,t,oo,1,文
初,tsh,oo,1,文
粗,tsh,oo,1,
租,ts,oo,1,
組,ts,oo,1,
俘,h,u,1,
夫,h,u,1,
孵,h,u,1,
撫,h,u,1,替
敷,h,u,1,
烌,h,u,1,替
膚,h,u,1,
虎,h,u,1,
虛,h,u,1,文
麩,h,u,1,文
丘,kh,u,1,白
區,kh,u,1,
坵,kh,u,1,
拘,kh,u,1,
軀,kh,u,1,
邱,kh,u,1,
驅,kh,u,1,
呴,k,u,1,替
居,k,u,1,白
痀,k,u,1,
苦,k,u,1,替
裾,k,u,1,
跔,k,u,1,
車,k,u,1,文
龜,k,u,1,白
攄,l,u,1,替
哹,p,u,1,替
司,s,u,1,文
師,s,u,1,文
思,s,u,1,文
斯,s,u,1,
書,s,u,1,文
私,s,u,1,文
舒,s,u,1,文
軀,s,u,1,
輸,s,u,1,
需,s,u,1,
須,s,u,1,
鬚,s,u,1,文
嵯,tsh,u,1,
樞,tsh,u,1,
舒,tsh,u,1,替
蛆,tsh,u,1,
趨,tsh,u,1,替
姿,ts,u,1,
孜,ts,u,1,
書,ts,u,1,白
朱,ts,u,1,
株,ts,u,1,文
滋,ts,u,1,
珠,ts,u,1,
硃,ts,u,1,
茱,ts,u,1,
諮,ts,u,1,
諸,ts,u,1,
資,ts,u,1,
㧣,t,u,1,替
株,t,u,1,白
蛛,t,u,1,
豬,t,u,1,
汙,,u,1,
污,,u,1,
烏,,u,1,替
趺,,u,1,替
分,h,un,1,文
勳,h,un,1,
吩,h,un,1,文
婚,h,un,1,
昏,h,un,1,文
熏,h,un,1,
紛,h,un,1,
芬,h,un,1,
薰,h,un,1,
坤,kh,un,1,
昆,kh,un,1,
髡,kh,un,1,
君,k,un,1,
均,k,un,1,
巾,k,un,1,
斤,k,un,1,
根,k,un,1,
筋,k,un,1,
跟,k,un,1,
軍,k,un,1,
鈞,k,un,1,
圇,l,un,1,替
奔,ph,un,1,
潘,ph,un,1,白
分,p,un,1,白
孫,s,un,1,
吞,th,un,1,
伸,tsh,un,1,白
春,tsh,un,1,
村,tsh,un,1,
賰,tsh,un,1,替
鶉,tsh,un,1,文
尊,ts,un,1,
蹲,ts,un,1,
遵,ts,un,1,
墩,t,un,1,
敦,t,un,1,
鈍,t,un,1,俗
鶉,t,un,1,白
恩,,un,1,白
殷,,un,1,
溫,,un,1,
瘟,,un,1,
蝹,,un,1,替
鰮,,un,1,替
化,h,ua,1,替
花,h,ua,1,文
華,h,ua,1,
誇,kh,ua,1,
柯,k,ua,1,替
歌,k,ua,1,白
瓜,k,ua,1,文
幔,m,ua,1,替
沙,s,ua,1,白
痧,s,ua,1,
砂,s,ua,1,白
鯊,s,ua,1,
拖,th,ua,1,
娃,,ua,1,
蛙,,ua,1,
歡,h,uann,1,白
寬,kh,uann,1,白
乾,k,uann,1,白
倌,k,uann,1,
官,k,uann,1,白
杆,k,uann,1,白
棺,k,uann,1,白
竿,k,uann,1,
肝,k,uann,1,白
菅,k,uann,1,替
潘,ph,uann,1,白
搬,p,uann,1,白
般,p,uann,1,白
山,s,uann,1,白
攤,th,uann,1,白
灘,th,uann,1,
扦,tsh,uann,1,替
煎,ts,uann,1,白
單,t,uann,1,白
端,t,uann,1,白
蛋,t,uann,1,替
安,,uann,1,白
鞍,,uann,1,白
吩,h,uan,1,白
幡,h,uan,1,
歡,h,uan,1,文
番,h,uan,1,
翻,h,uan,1,
蕃,h,uan,1,
藩,h,uan,1,文
圈,kh,uan,1,
寬,kh,uan,1,文
冠,k,uan,1,
娟,k,uan,1,
官,k,uan,1,文
捐,k,uan,1,
棺,k,uan,1,文
綸,k,uan,1,
觀,k,uan,1,文
關,k,uan,1,文
鵑,k,uan,1,
潘,ph,uan,1,文
藩,ph,uan,1,白
搬,p,uan,1,文
喧,s,uan,1,
宣,s,uan,1,
